mode,state,quantity,reference_series,rmse,nrmse_pct,max_normalized_error_pct,step_convergence_nrmse_pct
undrained,dense,q,txu_q_dense,9.269287275909226,1.5448812126515379,2.3421033460764797,0.053122179215401744
undrained,loose,q,txu_q_loose,1.461115767457824,0.243519294576304,0.5944440458871654,0.06657162427595682
drained,dense,q,txd_q_dense,15.93932531109733,1.9924156638871662,4.906068399976107,0.013940878795746318
drained,loose,q,txd_q_loose,31.145204670373918,3.8931505837967397,6.028771000322706,0.007424003295991675
drained,dense,eps_v,txd_ev_dense,0.0010801748939461996,0.9001457449551663,1.501902383483921,0.009622422345424226
drained,loose,eps_v,txd_ev_loose,0.0035338343125951993,2.944861927162666,5.853863841884683,0.005259468698232906
