eps_axial,dense_p,dense_q,dense_u,dense_eta,dense_psi,loose_p,loose_q,loose_u,loose_eta,loose_psi
0.083,397.1145160119617,579.0273441639279,190.89459870934758,1.4580865740664253,-0.02467966434267921,135.19775952330835,186.96137016602358,322.1226971986995,1.3828732874363283,0.035671169619836185
0.084,398.4531816884694,581.0156980423343,190.21871765897538,1.4581780865200906,-0.024477745595533618,134.57768473833187,186.19706713407993,322.4880043063614,1.3835656891862493,0.03539535094613799
0.085,399.7833679452103,583.0006587619117,189.55018497542696,1.4582914285764161,-0.024277776678256258,133.9643544509393,185.43967250551046,322.8488697175642,1.3842463785649977,0.035121279286137286
0.08600000000000001,401.10581496621234,584.9771663004626,188.88657380060855,1.4584110837429243,-0.024079629680975545,133.35758990085978,184.69120596878844,323.2061454220697,1.3849320920248402,0.034848904074939346
0.08700000000000001,402.4201125946348,586.9346118827517,188.2247580329491,1.4585121208242933,-0.023883349946057342,132.75745480541613,183.95088423742303,323.5595066070582,1.3856162315482892,0.03457828302222987
0.088,403.72649500585027,588.8867391936418,187.56908472536367,1.4586279238005135,-0.0236888865257614,132.1640296086241,183.21940197192623,323.909104382018,1.3863030849959088,0.03430948208720497
0.089,405.0252129327117,590.8247168757187,186.9163593591945,1.4587356490665544,-0.023496186734646818,131.57712508047464,182.49275032831187,324.2537916956293,1.3869641110998316,0.034042445038266145
0.09,406.31598033628035,592.7480182503917,186.26669241385022,1.4588351109395554,-0.02330527787855785,130.996489697894,181.77387685546623,324.5948025872614,1.3876240292749507,0.03377708570450344
0.091,407.5987921450325,594.6651697129381,185.62293109261353,1.4589473304948934,-0.02311614561346076,130.42173871342877,181.0590435905288,324.93127581674753,1.3882581644488243,0.03351325471733668
0.092,408.8739854297892,596.5690099951036,184.98235123524535,1.45905347675279,-0.022928725624946633,129.85282804646246,180.3540097595304,325.26517520671433,1.3889109114743208,0.03325095713824178
0.093,410.14157602757155,598.4566693105464,184.34398040927726,1.4591465588709678,-0.02274300144539909,129.28994842862002,179.65695839397324,325.59570436937105,1.389566324200063,0.03299030676903003
0.094,411.4007081261764,600.3256947012983,183.70785677425633,1.459223775854996,-0.022559083985451922,128.73296689490243,178.96481522807306,325.92197151445527,1.3902019004516528,0.03273126819573524
0.095,412.651305664779,602.1857888462785,183.07729061731382,1.459309059682146,-0.022376969486203935,128.18138711924558,178.27809116774245,326.2446432700019,1.3908266650437517,0.03247363496605393
0.096,413.8939965587327,604.0370097854288,182.4516733697436,1.4594002686862222,-0.022196552249260426,127.63578484688198,177.6017802577706,326.5648085723749,1.3914732492210569,0.03221770073203345
0.097,415.1286977796731,605.8797747190919,181.8312271266909,1.4594986517666835,-0.022017830656866355,127.09610257723239,176.93150267164737,326.8810649799834,1.3921080118419173,0.031963464916056505
0.098,416.3565374050472,607.7221413464923,181.21750971045023,1.4596195489907187,-0.02184062863822911,126.56249960073086,176.2703367008107,327.1942792995394,1.3927532820297805,0.03171102935470116
0.099,417.5768375510483,609.5411358447345,180.60354106386322,1.4597101204642817,-0.021665031730325746,126.03464270065132,175.612652489605,327.502908129217,1.3933681147230919,0.03146026277976244
0.1,418.7895990042704,611.3487147290449,179.9933059054112,1.4597991836058253,-0.021491027286789643,125.51226268488044,174.96300049063905,327.8087374786659,1.3939912861734711,0.031211061972030496
