state,model,state_parameter_initial,mcc_pc_kpa,norsand_OCR,q_peak_kpa,q_end_kpa,q_end_error_from_common_cs_pct,V_end,V_end_error_from_common_cs_pct,q_curve_rmse_vs_mcc_pct,V_curve_rmse_vs_mcc_pct
dense,MCC,-0.05,543.6563656918092,7.458538370865458,309.20974588457125,200.0571287068902,0.028564353445119654,1.7693162186000417,-0.0019353980301366064,0.0,0.0
dense,EVP,-0.05,543.6563656918092,7.458538370865458,310.1224004372775,199.93889109953724,-0.03055445023136372,1.7688220691505474,-0.029863694879560334,0.14378941040754226,0.01444767495294311
dense,NorSand,-0.05,543.6563656918092,7.458538370865458,310.2905032757551,198.0004557828871,-0.9997721085564423,1.7705226202427098,0.0662479081144803,1.2939062118075066,0.19177054312058936
loose,MCC,0.02,134.06400920712787,1.7182643505123298,199.921104431495,199.921104431495,-0.03944778425248786,1.7693673762426771,0.0009559252954293977,0.0,0.0
loose,EVP,0.02,134.06400920712787,1.7182643505123298,199.6969753205455,199.6969753205455,-0.15151233972723335,1.7690347268616757,-0.017844724323610967,0.14869028383209676,0.009457672549947784
loose,NorSand,0.02,134.06400920712787,1.7182643505123298,198.81195735544588,198.81195735544588,-0.594021322277044,1.769964551116907,0.03470700439827586,2.2605294035613808,0.20626984776436716
