eps_axial,undrained_dense_p,undrained_dense_q,undrained_dense_eps_v,undrained_dense_eta,undrained_dense_hardening,undrained_dense_psi,undrained_loose_p,undrained_loose_q,undrained_loose_eps_v,undrained_loose_eta,undrained_loose_hardening,undrained_loose_psi,drained_dense_p,drained_dense_q,drained_dense_eps_v,drained_dense_eta,drained_dense_hardening,drained_dense_psi,drained_loose_p,drained_loose_q,drained_loose_eps_v,drained_loose_eta,drained_loose_hardening,drained_loose_psi
0.057,250.0123358594637,344.394496731278,0.0,1.377510015845251,265.4126023483568,-0.11999624999124159,43.38490600750938,60.36828440977384,0.0,1.3914582274149645,43.46933588898862,-0.01310254870710681,470.30049275857283,660.9014782757199,0.014402165557482235,1.4052749007324377,502.4894390723305,-0.0995054246796484,331.5742979535358,244.7228938606058,0.04210376723369811,0.7380635211203835,207.79332375337015,0.05218446447887981
0.058,252.40173086916903,347.72068781791035,0.0,1.3776477943336662,267.8461485694378,-0.11927335864773048,43.4150067936206,60.41322303682709,0.0,1.3915285865094973,43.500228654343154,-0.013049837598020808,471.6519549236713,664.9558647710156,0.014342557708130014,1.4098443944298442,505.482616189061,-0.09917421418220895,332.97790378735976,248.93371136207742,0.04264575169036975,0.7475982896482131,210.09344918038295,0.05138060458334803
0.059000000000000004,254.790968359526,351.05425320354755,0.0,1.3778127830190119,270.28431009338277,-0.11855732550012987,43.44531842653872,60.457975801261505,0.0,1.3915878163832387,43.53099236542885,-0.01299679418172106,472.9641153856693,668.8923461570095,0.014277845233129216,1.4142560173123797,508.38740923070776,-0.09884024711475448,334.3724050438676,253.1172151316014,0.043181647802137596,0.7569919386690835,212.3874727000266,0.050586560655481616
0.06,257.18062051895936,354.3836886083408,0.0,1.377956425695052,272.71816647939477,-0.11784785299439882,43.47574240095633,60.50255769919978,0.0,1.3916394374870735,43.56163655741114,-0.012943591376137542,474.2393305846694,672.7179917540095,0.014208216459923859,1.4185200348622378,511.2088310621112,-0.09850344546941592,335.7601766079383,257.28052982381377,0.043711525402435496,0.7662627903732492,214.67922887229463,0.04980274198268275
0.061,259.569995986981,357.7190078108955,0.0,1.3781215600467063,275.1555058672041,-0.11714502333563293,43.506190915127604,60.54683355992369,0.0,1.3916831670701573,43.592069304946556,-0.012890382920465848,475.477208235086,676.4316247052601,0.01413379947594101,1.4226373272781943,513.945711272924,-0.09816406229009078,337.1391308088858,261.4173924266564,0.04423541663610977,0.7753991409998806,216.96494355497975,0.04902862098055749
0.062,261.95965535188355,361.04422126498554,0.0,1.3782436107575584,277.58395788888873,-0.11644855140053612,43.536611909250475,60.59095118571967,0.0,1.3917240806890983,43.622392399116244,-0.012837259731127926,476.68054034460266,680.041621033809,0.01405479341415194,1.4266192207934316,516.6041374120438,-0.09782197902047818,338.50890838088253,265.5267251426469,0.0447533678074812,0.7844009967497879,219.24377792149136,0.04826403627336262
0.063,264.34898435313113,364.376760585662,0.0,1.3783928902821452,280.0170345557008,-0.11575849907037428,43.56696808826365,60.6347937513997,0.0,1.3917606942158063,43.65252511169736,-0.012784286714439874,477.8510209879952,683.553062963986,0.013971354931591878,1.430473166198715,519.1877189599671,-0.09747717732091643,339.8687191000134,269.60615730003974,0.04526543306173147,0.7932655821164365,221.51413324765244,0.047508714942139374
0.064,266.7378410911531,367.7105410096434,0.0,1.3785465890607724,282.4500467983389,-0.11507479038912061,43.597239744524664,60.67856775116385,0.0,1.3917983823456257,43.682609455478115,-0.012731497937359615,478.98696695248395,686.9609008574522,0.013883562340432379,1.4341953920545807,521.69242447284,-0.09713003012209775,341.22021155830083,273.6606346749022,0.04577168065850418,0.8020059345990547,223.77864290313207,0.04676290064426203
0.065,269.1265326782762,371.05015522258435,0.0,1.3787200820743728,284.88652954436236,-0.1143972243035195,43.62743762432253,60.72221811429657,0.0,1.391835537928627,43.712608166760084,-0.012678874321530476,480.0910073053375,690.2730219160126,0.01379159901073927,1.4377961915812338,524.1240387589987,-0.09678042615623317,342.56420203966013,277.69260611898045,0.04627216476271965,0.8106293782758737,226.03853381997044,0.04602667554964901
0.066,271.51575761596155,374.38377451991295,0.0,1.3788657343764572,287.31733098821866,-0.1137254963214197,43.657541809152306,60.765605235452924,0.0,1.3918695995548267,43.742424875689,-0.012626450223991004,481.1627507720667,693.4882523161995,0.013695569910548072,1.4412758493949052,526.4814997653707,-0.09642858760844863,343.8993318902013,281.6979956706036,0.046766924822617524,0.8191292321572258,228.29124103263277,0.04529966863311352
0.067,273.9051567410604,377.7249693600784,0.0,1.3790356262520653,289.7529391463018,-0.11305960511540569,43.68753746514438,60.808831592230476,0.0,1.3919033921457837,43.77213018259996,-0.012574251062596797,482.2034006291887,696.6102018875648,0.013595613969745443,1.444639753636357,528.7673881228058,-0.09607455063029324,345.22427010359274,285.6728103107784,0.04725599759974378,0.8274992086305389,230.53421873420587,0.044581524982806986
0.068,276.29453393200043,381.0591530653508,0.0,1.379177313580638,292.18214487714806,-0.11239950366067475,43.717425901508555,60.85187540672614,0.0,1.3919363766709403,43.8017093463242,-0.012522274122964916,483.2138385003037,699.6415155009091,0.013491861545588714,1.4478921333716508,530.9835767186843,-0.09571838861041826,346.5395018722231,289.6185056166696,0.047739451708570316,0.8357445660652517,232.7680948486325,0.04387222645361333
0.069,278.6832264517127,384.3882306253381,0.0,1.3793016376317175,294.60646876154533,-0.11174527293104275,43.74719792697871,60.89475950201298,0.0,1.3919693691846593,43.83117737854184,-0.012470534941474654,484.1922143684526,702.5766431053555,0.013384373606823588,1.451028377277294,533.1257014560318,-0.095360474243398,347.84728488998263,293.5418546699477,0.04821735136893045,0.8438814026183626,234.99666335918397,0.043172149438335916
